
mysql> select * from constituent_financials_csv;
+--------+----------------------------------------+----------------------------+-------+---------------+----------------+----------------+-----------+-------------+--------------+-------------+------------+------------+---------------------------------------------------------------------+
| symbol | name                                   | sector                     | price | price_earning | dividend_yeald | earning_sector | 5_weeklow | 52_weekhigh | market_cap   | ebitda      | price_sale | price_book | sec_filling                                                         |
| IR     | Ingersoll-Rand PLC                     | Industrials                |    88 |            19 |              2 |              5 |        98 |          77 |  22785450609 |  1987100000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR    |
| INTC   | Intel Corp.                            | Information Technology     |    43 |            12 |              3 |              2 |        51 |          33 | 211536000000 | 26247000000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC  |
| ICE    | Intercontinental Exchange              | Financials                 |    67 |            23 |              5 |              2 |        76 |          57 |  41373051167 |  3103000000 |         10 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE   |
| IBM    | International Business Machines        | Information Technology     |   148 |            11 |              4 |              6 |       183 |         139 | 142433000000 | 16557000000 |          2 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM   |
| IP     | International Paper                    | Materials                  |    56 |            16 |              3 |              5 |        67 |          50 |  24465996443 |  3004000000 |          1 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP    |
| IPG    | Interpublic Group                      | Consumer Discretionary     |    21 |            15 |              3 |              1 |        26 |          18 |   8277363031 |  1074900000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG   |
| IFF    | Intl Flavors & Fragrances              | Materials                  |   138 |            24 |              2 |              5 |       157 |         116 |  11270040447 |   699963000 |          4 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF   |
| INTU   | Intuit Inc.                            | Information Technology     |   153 |            41 |              1 |              4 |       171 |         112 |  41233771565 |  1654000000 |         10 |         34 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU  |
| ISRG   | Intuitive Surgical Inc.                | Health Care                |   382 |            49 |              0 |              6 |       452 |         233 |  44866621303 |  1153700000 |         15 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG  |
| IVZ    | Invesco Ltd.                           | Financials                 |    32 |            12 |              3 |              3 |        38 |          29 |  13620847614 |  1606200000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ   |
| IQV    | IQVIA Holdings Inc.                    | Health Care                |    95 |            22 |              0 |              1 |       111 |          76 |  20426488713 |  1542000000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV   |
| IRM    | Iron Mountain Incorporated             | Real Estate                |    32 |            15 |              7 |              0 |        42 |          32 |   9410249279 |  1116140000 |          3 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM   |
| JBHT   | J. B. Hunt Transport Services          | Industrials                |   115 |            31 |              1 |              6 |       126 |          83 |  12945366350 |  1007309000 |          2 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT  |
| JEC    | Jacobs Engineering Group               | Industrials                |    63 |            19 |              1 |              2 |        72 |          49 |   9326484316 |   409832000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC   |
| SJM    | JM Smucker                             | Consumer Staples           |   118 |            15 |              3 |              5 |       144 |         100 |  13612394896 |  1411300000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM   |
| JNJ    | Johnson & Johnson                      | Health Care                |   126 |            17 |              3 |              0 |       148 |         113 | 353062000000 | 22430000000 |          5 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ   |
| JCI    | Johnson Controls International         | Industrials                |    37 |            14 |              3 |              2 |        44 |          35 |  34822224800 |  4295000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI   |
| JPM    | JPMorgan Chase & Co.                   | Financials                 |   108 |            15 |              2 |              6 |       117 |          82 | 386614000000 |           0 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM   |
| JNPR   | Juniper Networks                       | Information Technology     |    25 |            14 |              2 |              1 |        31 |          24 |   9267350000 |  1115500000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR  |
| KSU    | Kansas City Southern                   | Industrials                |   104 |            20 |              1 |              9 |       115 |          82 |  11037040988 |  1295400000 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU   |
| K      | Kellogg Co.                            | Consumer Staples           |    66 |            17 |              3 |              2 |        77 |          59 |  22182794875 |  1827000000 |          2 |         12 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K     |
| KEY    | KeyCorp                                | Financials                 |    20 |            15 |              2 |              1 |        22 |          16 |  22589744920 |           0 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY   |
| KMB    | Kimberly-Clark                         | Consumer Staples           |   112 |            18 |              4 |              6 |       136 |         110 |  39449596000 |  4033000000 |          2 |        152 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB   |
| KIM    | Kimco Realty                           | Real Estate                |    14 |             9 |              8 |              1 |        25 |          14 |   6180487499 |   701190000 |          7 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM   |
| KMI    | Kinder Morgan                          | Energy                     |    17 |            25 |              3 |              0 |        23 |          17 |  38612712234 |  5981000000 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI   |
| KLAC   | KLA-Tencor Corp.                       | Information Technology     |    99 |            17 |              2 |              6 |       122 |          86 |  16078622033 |  1506642000 |          4 |         13 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC  |
| KSS    | Kohl's Corp.                           | Consumer Discretionary     |    60 |            16 |              3 |              3 |        69 |          35 |  10570861198 |  2286000000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS   |
| KHC    | Kraft Heinz Co                         | Consumer Staples           |    72 |            20 |              3 |              3 |        98 |          72 |  89618309338 |  7832000000 |          5 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC   |
| KR     | Kroger Co.                             | Consumer Staples           |    28 |            13 |              2 |              2 |        35 |          20 |  25471355847 |  5342000000 |          0 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR    |
| LB     | L Brands Inc.                          | Consumer Discretionary     |    48 |            13 |              5 |              4 |        63 |          35 |  13862042842 |  2329000000 |          2 |       1403 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB    |
| LLL    | L-3 Communications Holdings            | Industrials                |   199 |            23 |              1 |              9 |       219 |         159 |  16229343134 |  1137000000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL   |
| LH     | Laboratory Corp. of America Holding    | Health Care                |   165 |            18 |              0 |              7 |       182 |         130 |  17271388000 |  1861200000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH    |
| LRCX   | Lam Research                           | Information Technology     |   162 |            16 |              1 |              9 |       220 |         113 |  27967534829 |  2967218000 |          3 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX  |
| LEG    | Leggett & Platt                        | Consumer Discretionary     |    44 |            18 |              3 |              3 |        55 |          42 |   6034600480 |   447000000 |          2 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG   |
| LEN    | Lennar Corp.                           | Consumer Discretionary     |    59 |            15 |              0 |              3 |        72 |          44 |  14615967194 |  1405319000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN   |
| LUK    | Leucadia National Corp.                | Financials                 |    24 |            15 |              2 |              0 |        28 |          22 |   8910389431 |  2201336000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUK   |
| LLY    | Lilly (Eli) & Co.                      | Health Care                |    74 |            17 |              3 |              0 |        89 |          76 |  84475986228 |  3459800000 |          4 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY   |
| LNC    | Lincoln National                       | Financials                 |    74 |             9 |              2 |              9 |        87 |          61 |  17123031000 |           0 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC   |
| LKQ    | LKQ Corporation                        | Consumer Discretionary     |    39 |            21 |              0 |              2 |        44 |          28 |  12469931896 |  1065614000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ   |
| LMT    | Lockheed Martin Corp.                  | Industrials                |   334 |            24 |              2 |              7 |       362 |         256 |  98102120000 |  7115000000 |          2 |         46 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT   |
| L      | Loews Corp.                            | Financials                 |    46 |            16 |              5 |              2 |        54 |          45 |  16111166935 |           0 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L     |
| LOW    | Lowe's Cos.                            | Consumer Discretionary     |    95 |            24 |              2 |              3 |       109 |          71 |  82909678852 |  7858000000 |          2 |         14 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW   |
| LYB    | LyondellBasell                         | Materials                  |   106 |            10 |              3 |             12 |       122 |          78 |  43556650000 |  6851000000 |          1 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB   |
| MTB    | M&T Bank Corp.                         | Financials                 |   178 |            19 |              2 |              9 |       194 |         141 |  27840827434 |           0 |          5 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB   |
| MAC    | Macerich                               | Real Estate                |    58 |            15 |              5 |              3 |        70 |          52 |   8473119166 |   503183000 |         11 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC   |
| M      | Macy's Inc.                            | Consumer Discretionary     |    24 |             8 |              6 |              2 |        34 |          17 |   7541063495 |  2446000000 |          0 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M     |
| MRO    | Marathon Oil Corp.                     | Energy                     |    16 |           -32 |              1 |             -3 |        20 |          11 |  13875005314 |  2266000000 |          5 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO   |
| MPC    | Marathon Petroleum                     | Energy                     |    63 |            16 |              3 |              7 |        74 |          47 |  31633740000 |  5978000000 |          0 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC   |
| MAR    | Marriott Int'l.                        | Consumer Discretionary     |   134 |            33 |              1 |              3 |       149 |          85 |  50910130358 |  2620000000 |          3 |         11 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR   |
| MMC    | Marsh & McLennan                       | Financials                 |    79 |            20 |              2 |              3 |        87 |          69 |  41819440000 |  3236000000 |          3 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC   |
| MLM    | Martin Marietta Materials              | Materials                  |   208 |            30 |              1 |              7 |       244 |         191 |  13756812736 |   975223000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM   |
| MAS    | Masco Corp.                            | Industrials                |    41 |            22 |              1 |              1 |        46 |          31 |  13428792315 |  1179000000 |          2 |         12 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS   |
| MA     | Mastercard Inc.                        | Information Technology     |   161 |            35 |              1 |              4 |       177 |         106 | 187102000000 |  7113000000 |         15 |         27 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA    |
| MAT    | Mattel Inc.                            | Consumer Discretionary     |    16 |           -15 |              0 |             -3 |        26 |          13 |   5843402350 |  -203599000 |          1 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT   |
| MKC    | McCormick & Co.                        | Consumer Staples           |   101 |            24 |              2 |              4 |       110 |          90 |  13459353253 |   815700000 |          3 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC   |
| MCD    | McDonald's Corp.                       | Consumer Discretionary     |   159 |            24 |              2 |              6 |       179 |         124 | 132102000000 | 10515400000 |          6 |        146 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD   |
| MCK    | McKesson Corp.                         | Health Care                |   150 |            12 |              1 |             23 |       179 |         134 |  31534840262 |  7232000000 |          0 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK   |
| MDT    | Medtronic plc                          | Health Care                |    78 |            17 |              2 |              3 |        90 |          75 | 110107000000 |  9204000000 |          5 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT   |
| MRK    | Merck & Co.                            | Health Care                |    55 |            14 |              3 |              1 |        67 |          54 | 152242000000 |  8715000000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK   |
| MET    | MetLife Inc.                           | Financials                 |    44 |             9 |              3 |              1 |        57 |          45 |  48679364276 |           0 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET   |
| MTD    | Mettler Toledo                         | Health Care                |   601 |            36 |              0 |             14 |       697 |         459 |  16420774443 |   666706000 |          8 |         32 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD   |
| MGM    | MGM Resorts International              | Consumer Discretionary     |    34 |            30 |              1 |              2 |        38 |          25 |  19633674337 |  2680385000 |          2 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM   |
| KORS   | Michael Kors Holdings                  | Consumer Discretionary     |    60 |            14 |              0 |              3 |        70 |          32 |  10053919023 |   456600000 |          3 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS  |
| MCHP   | Microchip Technology                   | Information Technology     |    80 |            22 |              2 |              1 |        99 |          70 |  19393095636 |   997492000 |          7 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP  |
| MU     | Micron Technology                      | Information Technology     |    40 |             9 |              0 |              4 |        50 |          23 |  48576791974 | 12541000000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU    |
| MSFT   | Microsoft Corp.                        | Information Technology     |    85 |            26 |              2 |              3 |        96 |          63 | 689978000000 | 41079000000 |          7 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT  |
| MAA    | Mid-America Apartments                 | Real Estate                |    85 |            14 |              4 |              3 |       111 |          87 |   9992628990 |   871483000 |          7 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA   |
| MHK    | Mohawk Industries                      | Consumer Discretionary     |   257 |            19 |              0 |             12 |       287 |         210 |  19897356456 |  1750393000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK   |
| TAP    | Molson Coors Brewing Company           | Consumer Staples           |    75 |            18 |              2 |              9 |       102 |          76 |  12396862128 |  4708400000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP   |
| MDLZ   | Mondelez International                 | Consumer Staples           |    43 |            20 |              2 |              2 |        47 |          39 |  65827817742 |  4355000000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ  |
| MON    | Monsanto Co.                           | Materials                  |   119 |            22 |              2 |              5 |       123 |         107 |  53076824328 |  4217000000 |          4 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MON   |
| MNST   | Monster Beverage                       | Consumer Staples           |    62 |            42 |              0 |              1 |        70 |          41 |  36403831015 |  1229478000 |         14 |         10 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST  |
| MCO    | Moody's Corp                           | Financials                 |   152 |            27 |              1 |              1 |       167 |         106 |  30189978000 |  1238000000 |         10 |         74 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO   |
| MS     | Morgan Stanley                         | Financials                 |    52 |            14 |              2 |              3 |        58 |          40 |  97535400000 |           0 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS    |
| MSI    | Motorola Solutions Inc.                | Information Technology     |    99 |            19 |              2 |             -1 |       108 |          77 |  16626039679 |  1629000000 |          3 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI   |
| MYL    | Mylan N.V.                             | Health Care                |    39 |             8 |              0 |              1 |        48 |          29 |  21698849265 |  3113300000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL   |
| NDAQ   | Nasdaq, Inc.                           | Financials                 |    75 |            18 |              2 |              4 |        83 |          66 |  12844304115 |  1212000000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ  |
| NOV    | National Oilwell Varco Inc.            | Energy                     |    33 |           -78 |              1 |             -6 |        42 |          30 |  12940096785 |   353000000 |          3 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV   |
| NAVI   | Navient                                | Financials                 |    13 |             8 |              5 |              1 |        17 |          11 |   3692691330 |           0 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI  |
| NTAP   | NetApp                                 | Information Technology     |    56 |            26 |              1 |              2 |        64 |          37 |  15375210915 |  1075000000 |          4 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP  |
| NFLX   | Netflix Inc.                           | Information Technology     |   250 |           200 |              0 |              1 |       287 |         138 | 114805000000 |   809028000 |         10 |         31 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX  |
| NWL    | Newell Brands                          | Consumer Discretionary     |    28 |            10 |              3 |              1 |        55 |          24 |  14438346000 |  2021400000 |          1 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL   |
| NFX    | Newfield Exploration Co                | Energy                     |    26 |            13 |              0 |             -7 |        44 |          24 |   5695123080 |   896000000 |          5 |          5 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX   |
| NEM    | Newmont Mining Corporation             | Materials                  |    37 |            26 |              1 |             -1 |        42 |          31 |  19749449484 |  1509000000 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM   |
| NWSA   | News Corp. Class A                     | Consumer Discretionary     |    16 |            43 |              1 |             -1 |        17 |          12 |   9356906461 |   679000000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA  |
| NWS    | News Corp. Class B                     | Consumer Discretionary     |    16 |            44 |              1 |             -1 |        18 |          12 |   9496735699 |   679000000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS   |
| NEE    | NextEra Energy                         | Utilities                  |   145 |            22 |              3 |             11 |       160 |         124 |  69661177770 |  9018000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE   |
| NLSN   | Nielsen Holdings                       | Industrials                |    34 |            19 |              4 |              1 |        46 |          34 |  13377670080 |  1836000000 |          3 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN  |
| NKE    | Nike                                   | Consumer Discretionary     |    62 |            25 |              1 |              3 |        69 |          50 | 106776000000 |  5162000000 |          3 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE   |
| NI     | NiSource Inc.                          | Utilities                  |    23 |            20 |              3 |              1 |        28 |          22 |   7776566371 |  1448600000 |          2 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI    |
| NBL    | Noble Energy Inc                       | Energy                     |    25 |           106 |              1 |             -2 |        40 |          23 |  13177325251 |  -518000000 |          5 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL   |
| JWN    | Nordstrom                              | Consumer Discretionary     |    47 |            15 |              3 |              2 |        53 |          38 |   8212509855 |  1448000000 |          1 |          9 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN   |
| NSC    | Norfolk Southern Corp.                 | Industrials                |   137 |            21 |              2 |             19 |       157 |         109 |  40543547441 |  4737000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC   |
| NTRS   | Northern Trust Corp.                   | Financials                 |    96 |            20 |              2 |              5 |       109 |          83 |  22908130223 |           0 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS  |
| NOC    | Northrop Grumman Corp.                 | Industrials                |   324 |            24 |              1 |             11 |       349 |         232 |  58782413951 |  3884000000 |          2 |          8 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC   |
| NCLH   | Norwegian Cruise Line                  | Consumer Discretionary     |    56 |            15 |              0 |              3 |        61 |          47 |  13191507318 |  1529401000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH  |
| NRG    | NRG Energy                             | Utilities                  |    24 |            18 |              1 |             -2 |        30 |          15 |   8030036023 |  1774000000 |          1 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG   |
| NUE    | Nucor Corp.                            | Materials                  |    60 |            17 |              2 |              4 |        70 |          52 |  20003317128 |  2648729000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE   |
| NVDA   | Nvidia Corporation                     | Information Technology     |   218 |            82 |              0 |              3 |       249 |          95 | 138653000000 |  3098000000 |         20 |         20 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA  |
| ORLY   | O'Reilly Automotive                    | Consumer Discretionary     |   252 |            22 |              0 |             11 |       279 |         169 |  21433781860 |  1965187000 |          3 |         34 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY  |
| OXY    | Occidental Petroleum                   | Energy                     |    68 |           196 |              4 |             -1 |        78 |          57 |  53467692395 |  5205000000 |          6 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY   |
| OMC    | Omnicom Group                          | Consumer Discretionary     |    76 |            15 |              3 |              5 |        87 |          65 |  17377551986 |  2366000000 |          2 |          7 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC   |
| OKE    | ONEOK                                  | Energy                     |    54 |            34 |              5 |              2 |        61 |          47 |  21988472489 |  1851783000 |          3 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE   |
| ORCL   | Oracle Corp.                           | Information Technology     |    47 |            19 |              2 |              2 |        53 |          40 | 202302000000 | 16545000000 |          5 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL  |
| PCAR   | PACCAR Inc.                            | Industrials                |    67 |            16 |              1 |              5 |        80 |          62 |  24152102921 |  3619200000 |          1 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR  |
| PKG    | Packaging Corporation of America       | Materials                  |   112 |            19 |              2 |              7 |       131 |          88 |  11051273948 |  1214900000 |          2 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG   |
| PH     | Parker-Hannifin                        | Industrials                |   175 |            22 |              1 |              7 |       213 |         145 |  24421668509 |  2092089000 |          2 |          4 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH    |
| PDCO   | Patterson Companies                    | Health Care                |    33 |            14 |              3 |              2 |        48 |          32 |   3209792400 |   359644000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO  |
| PAYX   | Paychex Inc.                           | Information Technology     |    62 |            27 |              3 |              2 |        73 |          54 |  23253666810 |  1414900000 |          7 |         12 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX  |
| PYPL   | PayPal                                 | Information Technology     |    72 |            50 |              0 |              1 |        86 |          40 |  90708000000 |  2932000000 |          7 |          6 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL  |
| PNR    | Pentair Ltd.                           | Industrials                |    67 |            19 |              2 |              4 |        75 |          58 |  12466660892 |   863700000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR   |
| PBCT   | People's United Financial              | Financials                 |    19 |            18 |              4 |              1 |        20 |          16 |   6527616000 |           0 |          4 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT  |
| PEP    | PepsiCo Inc.                           | Consumer Staples           |   110 |            22 |              3 |              4 |       123 |         105 | 161413000000 | 12843000000 |          4 |          0 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP   |
| PKI    | PerkinElmer                            | Health Care                |    72 |            25 |              0 |              3 |        84 |          53 |   8351767268 |   445658000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI   |
| PRGO   | Perrigo                                | Health Care                |    84 |             0 |              1 |            -28 |        96 |          64 |  12326379902 |           0 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO  |
| PFE    | Pfizer Inc.                            | Health Care                |    34 |            13 |              4 |              4 |        39 |          32 | 208506000000 | 20569000000 |          4 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE   |
| PCG    | PG&E Corp.                             | Utilities                  |    38 |             9 |              0 |              3 |        72 |          38 |  20309412381 |  6471000000 |          2 |          1 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG   |
| PM     | Philip Morris International            | Consumer Staples           |   100 |            22 |              4 |              4 |       124 |          97 | 153581000000 | 11802000000 |          3 |       1319 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM    |
| PSX    | Phillips 66                            | Energy                     |    92 |            21 |              3 |             10 |       107 |          75 |  47996220000 |  5311000000 |          0 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX   |
| PNW    | Pinnacle West Capital                  | Utilities                  |    74 |            16 |              4 |              4 |        92 |          74 |   8397609889 |  1614399000 |          3 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW   |
| PXD    | Pioneer Natural Resources              | Energy                     |   169 |           118 |              0 |             -3 |       200 |         125 |  29983119693 |  1717000000 |          7 |          3 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD   |
| PNC    | PNC Financial Services                 | Financials                 |   149 |            18 |              2 |             10 |       160 |         115 |  73315000000 |           0 |          4 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC   |
| RL     | Polo Ralph Lauren Corp.                | Consumer Discretionary     |   101 |            18 |              2 |             -1 |       119 |          66 |   8753430477 |   506100000 |          1 |          2 | http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL    |
